Location,Shannon,Temperature,pH,Latitude
Sediment (s),7.213394346,6,7.8,58.322
Sediment (s),7.386492496,6,7.8,58.322
Sediment (s),7.291512035,6,7.8,58.322
Sediment (s),7.289625557,6,7.8,58.322
Sediment (s),7.07160822,6,7.8,58.322
Sediment (s),7.052466903,6,7.8,58.322
Sediment (s),7.003354086,6,7.8,58.322
Sediment (s),6.996710684,6,7.8,58.322
Sediment (s),7.200719863,6,7.8,58.322
Sediment (s),7.227163856,6,7.8,58.322
Sediment (s),6.818971962,6,7.8,58.322
Sediment (s),7.435507986,6,7.8,58.322
Sediment (s),7.298799828,6,7.8,58.322
Sediment (s),7.173343332,6,7.8,58.322
Sediment (s),6.92058955,6,7.8,58.322
Sediment (s),6.844607278,6,7.8,58.322
Sediment (s),4.352971359,6,7.8,58.322
Sediment (s),7.024368081,6,7.8,58.322
Sediment (s),7.403598086,6,7.8,58.322
Sediment (s),6.667645256,6,7.8,58.322
Water (ns),5.985345604,8.8,7.8,68.49113
Water (ns),6.662619552,18.4,7.8,68.53327
Water (ns),6.821707021,18.7,7.8,68.53327
Water (ns),9.891466517,5.9,7.8,68.57366667
Water (ns),5.078053029,12.8,7.8,68.57366667
Water (ns),5.674746847,8.65,7.8,68.582062
Water (ns),5.490796317,11.11,7.8,68.582062
Water (ns),6.108538576,14.15,7.8,68.582062
Water (ns),5.655444752,15.74,7.8,68.582062
Water (ns),6.199926937,17.72,7.8,68.582062
Water (ns),6.908174617,14.3,7.8,68.58333333
Water (ns),10.43644518,7.9,7.8,68.6
Water (ns),6.064785488,14.09,7.8,68.600601
Water (ns),9.910571786,4.6,7.8,68.60853333
Water (ns),8.333656123,12.3,7.8,68.60853333
Water (ns),6.373823893,14,7.8,68.60853333
Water (ns),9.258571204,14.6,7.8,68.60853333
Water (ns),9.557020816,16.5,7.8,68.60853333
Water (ns),5.810922938,7.87,7.8,68.609717
Water (ns),6.360092674,12.3,7.8,68.609717
Water (ns),5.518105974,18,7.8,68.609842
Water (ns),6.051448829,17.59,7.8,68.610028
Water (ns),5.750491463,17.92,7.8,68.610576
Water (ns),5.904955088,17.98,7.8,68.610889
Water (ns),5.03312009,7.8,7.8,68.611341
Water (ns),9.285788811,14.5,7.8,68.611341
Water (ns),9.058643668,6.8,7.8,68.611514
Water (ns),7.697794837,13.3,7.8,68.61838333
Water (ns),7.293031033,13.6,7.8,68.61838333
Water (ns),8.352845942,13.8,7.8,68.61838333
Water (ns),8.473299503,13.8,7.8,68.61838333
Water (ns),7.568932936,14,7.8,68.61838333
Water (ns),5.597013412,14.3,7.8,68.61838333
Water (ns),8.513749394,15,7.8,68.61838333
Water (ns),8.128618305,15.4,7.8,68.61838333
Water (ns),6.186136594,16.3,7.8,68.61838333
Water (ns),9.94870702,4.4,7.8,68.622
Water (ns),4.127891433,7.4,7.8,68.622
Water (ns),5.796455664,11.1,7.8,68.622
Water (ns),7.572656866,7,7.8,68.6256
Water (ns),7.276237169,15.3,7.8,68.6256
Water (ns),6.341108648,11.15,7.8,68.629961
Water (ns),5.628233113,11.71,7.8,68.629961
Water (ns),6.101146285,11.73,7.8,68.629961
Water (ns),6.087919399,12.8,7.8,68.629961
Water (ns),6.057304293,12.82,7.8,68.629961
Water (ns),6.618919156,12.82,7.8,68.629961
Water (ns),6.618787083,14,7.8,68.629961
Water (ns),6.70128905,14.26,7.8,68.629961
Water (ns),6.076587571,14.31,7.8,68.629961
Water (ns),6.133010112,14.59,7.8,68.629961
Water (ns),5.642957665,14.59,7.8,68.629961
Water (ns),6.582243617,15.12,7.8,68.629961
Water (ns),6.548968023,15.12,7.8,68.629961
Water (ns),6.484690887,16.97,7.8,68.629961
Water (ns),6.440226361,17.31,7.8,68.629961
Water (ns),5.792327607,14.4,7.8,68.640904
Water (ns),7.981951135,16.3,7.8,68.67415
Water (ns),3.720190362,12.9,7.8,68.70166667
Water (ns),6.031427401,17,7.8,68.70166667
Water (ns),5.593705613,13.8,7.8,68.70333333
Water (ns),6.756263297,19.7,7.8,68.8264
Water (ns),6.093257785,17,7.8,68.86755
Water (ns),4.413414224,17.3,7.8,68.98633
Water (ns),4.138881929,13.7,7.8,69.58333333
Water (s),4.245634554,7.4,7.8,69.6344
Water (s),4.152648743,5.2,7.8,70.06601667
Water (s),4.683053819,9.4,7.8,70.08713333
Water (ns),6.558882843,4.8,7.81,53.167
Water (ns),5.405469472,4.8,7.81,53.167
Water (ns),6.058453856,13,7.81,55.906
Water (ns),6.432626497,2.5563,7.817,47.371
Water (ns),6.199866887,4.7,7.82,53.167
Water (ns),6.480271715,4.7,7.82,53.167
Water (ns),6.17179029,4.9,7.82,53.167
Water (ns),5.212621446,4.9,7.82,53.167
Water (ns),6.409134054,2.7938,7.827,47.606
Water (ns),6.083818116,4.8,7.84,53.167
Water (ns),3.806963258,4.8,7.84,53.167
Water (ns),8.160420095,10.6,7.84,55.906
Sediment (s),8.740902289,10.8,7.85,50.338
Sediment (s),7.879916764,10.8,7.85,50.338
Sediment (s),7.309417992,10.8,7.85,50.338
Sediment (s),8.177309587,10.8,7.85,50.338
Sediment (s),8.003110304,10.8,7.85,50.338
Sediment (s),8.972974767,10.8,7.85,50.338
Sediment (s),7.906563483,10.8,7.85,50.338
Sediment (s),7.249126519,10.8,7.85,50.338
Sediment (s),7.680685842,10.8,7.85,50.338
Sediment (s),7.729636409,10.8,7.85,50.338
Sediment (s),7.35139669,10.8,7.85,50.338
Water (ns),7.904595855,15,7.85,53.517
Water (ns),6.221384449,2.5444,7.852,47.371
Water (ns),6.384419222,2.8005,7.852,47.606
Water (ns),4.05848075,4.8,7.86,53.167
Water (ns),2.307211114,4.8,7.86,53.167
Water (ns),3.888249039,5,7.86,53.167
Water (ns),2.91709473,5,7.86,53.167
Water (ns),6.308428632,2.7489,7.862,47.371
Water (ns),6.110088636,2.7804,7.862,47.606
Water (ns),6.349213476,2.5587,7.867,47.371
Water (ns),6.232976493,2.7827,7.867,47.606
Water (ns),6.173272636,4.7,7.87,53.167
Water (ns),6.271444765,4.7,7.87,53.167
Water (ns),6.294908022,2.5525,7.872,47.371
Water (ns),6.31445846,2.5557,7.872,47.371
Water (ns),6.320673596,2.8062,7.872,47.606
Water (ns),4.375712239,3.2,7.88,53.167
Water (ns),2.572492815,3.2,7.88,53.167
Water (ns),6.365562862,2.5602,7.882,47.37
Water (ns),6.284228482,5.4,7.89,53.167
Water (ns),6.084847006,5.4,7.89,53.167
Water (ns),6.155080368,12.32,7.89,55.905
Water (ns),6.200512155,4.7,7.9,53.167
Water (ns),6.135651477,4.7,7.9,53.167
Water (ns),5.279793761,14.02,7.9,55.873
Water (ns),6.688386849,17.2,7.9,68.48625
Water (ns),5.990788284,14.6,7.9,68.49113
Water (ns),6.314331063,18.5,7.9,68.49113
Water (ns),6.13808992,19.2,7.9,68.49592
Water (ns),5.916808284,18.8,7.9,68.53405
Water (ns),9.990907282,9.2,7.9,68.578643
Water (ns),5.276583114,9.89,7.9,68.582062
Water (ns),5.879199293,11.5,7.9,68.582062
Water (ns),6.035097233,14.37,7.9,68.582062
Water (ns),5.48657819,15.5,7.9,68.585
Water (ns),10.66526892,4.3,7.9,68.59688333
Water (ns),9.884022338,3.8,7.9,68.60853333
Water (ns),7.004238695,6.2,7.9,68.60853333
Water (ns),7.320841645,8.2,7.9,68.60853333
Water (ns),7.780216843,13.5,7.9,68.60853333
Water (ns),7.417656959,13.5,7.9,68.60853333
Water (ns),10.16100754,13.6,7.9,68.60853333
Water (ns),7.662919003,16,7.9,68.60853333
Water (ns),5.39786931,13.15,7.9,68.609717
Water (ns),6.083313254,10.8,7.9,68.611341
Water (ns),6.592748018,12.8,7.9,68.611341
Water (ns),5.570226455,13.2,7.9,68.611341
Water (ns),6.743164875,15.3,7.9,68.611341
Water (ns),6.481308804,15.4,7.9,68.611341
Water (ns),8.753615666,15.6,7.9,68.611341
Water (ns),8.635774133,18.2,7.9,68.611341
Water (ns),10.28670087,11.9,7.9,68.61838333
Water (ns),9.356521984,6.8,7.9,68.622
Water (ns),9.833705682,11.2,7.9,68.622
Water (ns),8.861269276,13.2,7.9,68.622
Water (ns),5.600908362,16.5,7.9,68.62538
Water (ns),6.928937248,17.8,7.9,68.62538
Water (ns),7.408669862,1.6,7.9,68.6256
Water (ns),6.458335599,8.2,7.9,68.6256
Water (ns),5.194180531,12.5,7.9,68.6256
Water (ns),5.838813232,13.1,7.9,68.6256
Water (ns),6.482759174,13.3,7.9,68.6256
Water (ns),6.646245059,14.6,7.9,68.6256
Water (ns),6.463912271,9.44,7.9,68.625966
Water (ns),5.764158045,12.87,7.9,68.625966
Water (ns),6.047126877,9.8,7.9,68.626672
Water (ns),5.977350931,9.28,7.9,68.629961
Water (ns),6.113672022,10.88,7.9,68.629961
Water (ns),6.262663508,11.65,7.9,68.629961
Water (ns),5.601088348,12.73,7.9,68.629961
Water (ns),5.479856465,14.05,7.9,68.629961
Water (ns),8.85347737,14.38,7.9,68.629961
Water (ns),6.825572099,14.54,7.9,68.629961
Water (ns),6.420481773,14.54,7.9,68.629961
Water (ns),6.478208914,9.29,7.9,68.632586
Water (ns),6.506170161,2.21,7.9,68.674932
Water (ns),6.42372929,7.04,7.9,68.674932
Water (ns),6.523077697,16.5,7.9,68.70166667
Water (ns),7.013848619,20.3,7.9,68.82735
Water (ns),5.469411202,16.5,7.9,68.82806
Water (ns),5.78152061,17.5,7.9,68.82806
Water (s),7.404993063,6.9,7.9,69.6598
Water (s),4.605513788,6.9,7.9,69.6598
Water (s),4.898605292,7.7,7.9,69.6828
Water (s),3.957985412,2.5,7.9,69.69248333
Water (s),3.909014308,2,7.9,69.69558333
Water (s),3.551182484,2,7.9,69.69558333
Water (s),5.815808292,8.8,7.9,69.8633
Water (s),5.339789263,11.4,7.9,70.1008
Water (s),4.942263296,10.5,7.9,70.1055
Water (s),4.210769621,4.9,7.9,70.15658333
Water (ns),7.065373528,4.2,7.91,53.167
Water (ns),4.055447316,4.2,7.91,53.167
Water (ns),3.814959918,10.9,7.91,53.333
Water (ns),5.21331327,10.9,7.91,53.333
Water (ns),2.467914498,8.8,7.92,53.517
Water (ns),4.957885665,8.8,7.92,53.517
Water (ns),5.816027461,2.7934,7.922,46.91
Water (ns),6.418745441,7.9,7.93,53.333
Water (ns),5.101197406,7.9,7.93,53.333
Water (ns),6.235432885,2.7852,7.932,46.91
Water (ns),5.177496364,7.6,7.94,53.167
Water (ns),9.167782126,7.6,7.94,53.167
Water (ns),6.270092378,2.7713,7.947,46.91
Water (ns),5.89062776,2.7969,7.947,46.91
Sediment (s),7.656540736,10.6,7.95,50.338
Sediment (s),7.164952409,10.6,7.95,50.338
Sediment (s),7.671280569,10.6,7.95,50.338
Sediment (s),7.601319611,10.6,7.95,50.338
Sediment (s),7.579095192,10.6,7.95,50.338
Sediment (s),8.179326864,10.6,7.95,50.338
Sediment (s),8.28757326,10.6,7.95,50.338
Sediment (s),7.395001984,10.6,7.95,50.338
Sediment (s),7.382862251,10.6,7.95,50.338
Water (ns),6.371741826,2.869,7.951,46.909
Water (ns),6.154640945,2.7776,7.952,46.91
Water (ns),6.236794767,2.8759,7.956,46.909
Water (ns),6.948800907,3,7.96,53.167
Water (ns),6.975980847,3,7.96,53.167
Water (ns),5.713876831,5.2,7.96,53.167
Water (ns),3.371711099,5.2,7.96,53.167
Water (ns),4.122792186,12.2,7.96,55.906
Water (ns),6.23666874,2.914,7.966,46.909
Water (ns),2.160917132,4.1,7.97,53.167
Water (ns),6.094679175,4.1,7.97,53.167
Water (ns),5.531394255,4.5,7.97,53.167
Water (ns),6.297196349,4.5,7.97,53.167
Water (ns),4.876273846,12.6,7.97,55.905
Water (ns),6.365518403,2.9666,7.971,46.909
Water (ns),6.206720529,2.9673,7.976,46.909
Water (ns),1.592992841,2.3,7.98,53.517
Water (ns),7.905089637,2.3,7.98,53.517
Water (ns),5.245484645,2.8,7.98,53.517
Water (ns),3.847690716,2.8,7.98,53.517
Soil (ns),7.383283949,14.18,7.98,55.873
Water (ns),6.056551548,4.9,7.99,53.167
Water (ns),5.704358716,4.9,7.99,53.167
Water (ns),3.879201521,12.58,7.99,55.905
Water (ns),8.981797709,12.7,7.99,55.905
Water (s),6.021133612,15.48305,7.9909,38.333
Water (s),7.340419263,24.6294,7.9924,8.767
Water (ns),4.114054807,4,8,53.167
Water (ns),6.276883145,4,8,53.167
Water (ns),5.82489278,4.2,8,53.167
Water (ns),5.007811111,4.2,8,53.167
Water (ns),4.819356842,4.5,8,53.167
Water (ns),6.069185579,4.5,8,53.167
Water (ns),5.045815479,10.7,8,53.517
Water (ns),5.434424978,10.7,8,53.517
Water (ns),8.192719029,12.58,8,55.905
Water (ns),6.286506744,6,8,68.182344
Water (ns),6.337051132,13.8,8,68.582062
Water (ns),6.283600139,14.3,8,68.59491667
Water (ns),9.990229081,11.1,8,68.601493
Water (ns),9.1288047,9.8,8,68.60853333
Water (ns),8.652476772,10.2,8,68.60853333
Water (ns),6.75899053,10.6,8,68.60853333
Water (ns),8.401260579,11.6,8,68.60853333
Water (ns),9.573650806,13.1,8,68.60853333
Water (ns),5.978524037,17.87,8,68.609717
Water (ns),6.667136982,13.8,8,68.611341
Water (ns),5.927386655,14.3,8,68.611341
Water (ns),6.281146824,16.9,8,68.611341
Water (ns),5.612850038,17.6,8,68.611341
Water (ns),9.312786056,14.8,8,68.611514
Water (ns),6.072432837,7.8,8,68.61838333
Water (ns),5.427329108,8,8,68.61838333
Water (ns),5.726789521,10.6,8,68.61838333
Water (ns),9.610292559,6.6,8,68.622
Water (ns),10.58537813,6.7,8,68.622
Water (ns),10.43268254,8.2,8,68.622
Water (ns),10.11000394,8.7,8,68.622
Water (ns),8.087791152,9.6,8,68.622
Water (ns),9.432277199,9.7,8,68.622
Water (ns),10.09881575,10.1,8,68.622
Water (ns),6.189812035,18.2,8,68.62538
Water (ns),8.20764996,0.1,8,68.6256
Water (ns),6.322461357,13.4,8,68.6256
Water (ns),5.963025398,10.99,8,68.628656
Water (ns),6.623138264,13.88,8,68.629961
Water (ns),6.148419267,13.88,8,68.629961
Water (ns),5.978299399,16.81,8,68.629961
Water (ns),6.009339606,10.97,8,68.632586
Water (ns),5.691390282,11.01,8,68.632586
Water (ns),6.159058146,13.78,8,68.632586
Water (ns),6.362009272,13.94,8,68.633064
Water (ns),5.960143871,10.84,8,68.633232
Water (ns),5.801484928,10.85,8,68.633232
Water (ns),5.411784524,13.69,8,68.634241
Water (ns),5.83993983,10.48,8,68.63639
Water (ns),6.108017765,10.48,8,68.63639
Water (ns),6.053884055,11.01,8,68.638624
Water (ns),6.062187652,13.31,8,68.639895
Water (ns),6.446814556,15.3,8,68.674122
Water (ns),5.945198919,14.4,8,68.70333333
Water (ns),5.925751104,17.3,8,68.70333333
Water (ns),5.464705003,17.5,8,68.705
Water (ns),6.025698463,17.8,8,68.705
Water (ns),6.572144975,18.1,8,68.705
Water (ns),5.310433486,16.6,8,68.70785
Water (ns),6.484946474,16.1,8,68.79372
Water (ns),5.482611732,15.9,8,68.8264
Water (ns),5.697339287,19,8,68.82735
Water (ns),6.387366683,15.3,8,68.97871
Water (ns),6.243417578,19.6,8,68.97871
Water (ns),6.12646215,19.1,8,68.98353
Water (ns),7.42895452,14.4,8,69.149465
Water (s),5.623967575,8.5,8,69.8984
Water (s),4.184239542,4.8,8,70.08808333
Sediment (s),4.797373837,9.9,8,70.10956667
Water (s),4.410164927,5.1,8,70.15336667
Sediment (s),8.79636803,11,8.01,50.338
Sediment (s),9.283957556,11,8.01,50.338
Sediment (s),7.824498467,11,8.01,50.338
Sediment (s),9.444397453,11,8.01,50.338
Sediment (s),8.18397885,11,8.01,50.338
Sediment (s),7.80107307,11,8.01,50.338
Sediment (s),7.701277477,11,8.01,50.338
Sediment (s),7.595260034,11,8.01,50.338
Sediment (s),7.370984115,11,8.01,50.338
Sediment (s),6.925866153,11,8.01,50.338
Sediment (s),7.883663237,11,8.01,50.338
Water (ns),6.428751024,6.5,8.01,53.167
Water (ns),5.70690525,6.5,8.01,53.167
Water (ns),3.427047075,8,8.01,53.517
Water (ns),3.327966788,8,8.01,53.517
Water (ns),3.515035065,5.9,8.02,53.167
Water (ns),5.748696955,5.9,8.02,53.167
Water (ns),4.166604952,4.8,8.02,53.517
Water (ns),3.474665752,4.8,8.02,53.517
Water (s),6.086729726,19.7047,8.027,32
Sediment (s),7.869556206,11,8.03,50.338
Sediment (s),6.709919202,11,8.03,50.338
Sediment (s),7.807838261,11,8.03,50.338
Sediment (s),8.360008375,11,8.03,50.338
Sediment (s),8.369157697,11,8.03,50.338
Sediment (s),8.170534346,11,8.03,50.338
Sediment (s),7.377174541,11,8.03,50.338
Sediment (s),6.596158418,11,8.03,50.338
Sediment (s),7.551712817,11,8.03,50.338
Water (ns),6.34816784,4.6,8.03,53.167
Water (ns),3.915068114,4.6,8.03,53.167
Water (ns),5.109724448,8,8.03,53.167
Water (ns),4.80851616,8,8.03,53.167
Water (ns),7.735171701,8.8,8.03,53.517
Water (ns),6.723106624,8.8,8.03,53.517
Water (ns),5.211235934,3.3,8.04,53.167
Water (ns),6.556075629,3.3,8.04,53.167
Water (ns),6.194632484,4.8,8.04,53.167
Water (ns),5.226875387,4.8,8.04,53.167
Water (ns),6.330280683,4.9,8.04,53.167
Water (ns),5.891364758,4.9,8.04,53.167
Water (ns),4.909158051,4,8.04,53.333
Water (ns),5.382060342,4,8.04,53.333
Water (ns),2.241827206,2.8,8.05,53.167
Water (ns),5.943140139,2.8,8.05,53.167
Water (ns),4.875000403,3,8.05,53.167
Water (ns),5.569760383,3,8.05,53.167
Water (ns),9.594834455,3.1,8.05,53.167
Water (ns),4.387436205,3.1,8.05,53.167
Water (ns),2.483700185,5.2,8.06,53.167
Water (ns),7.106841251,5.2,8.06,53.167
Water (ns),5.418721711,5,8.06,53.333
Water (ns),6.009059358,5,8.06,53.333
Water (ns),3.56294729,7.1,8.06,53.517
Water (ns),4.007819591,7.1,8.06,53.517
Water (ns),9.23987628,13.48,8.06,55.905
Water (ns),5.892264487,4.1,8.07,53.167
Water (ns),6.02201534,4.1,8.07,53.167
Water (ns),9.032235061,4.5,8.07,53.167
Water (ns),6.573814362,4.5,8.07,53.167
Water (ns),4.358631429,16.4,8.07,53.517
Water (s),6.208683681,27.5806,8.0718,10.75
Water (s),6.69510489,26.16555,8.0729,12.083
Water (s),5.598813882,27.5977,8.0764,8.767
Water (s),5.674948829,24.1018,8.07955,22.983
Sediment (ns),7.734941758,10.9,8.08,45.942894
Water (ns),5.306204838,2.4,8.08,53.167
Water (ns),4.872076145,2.4,8.08,53.167
Water (ns),6.565265074,4.4,8.08,53.167
Water (ns),2.464890677,4.4,8.08,53.167
Water (ns),6.395757885,5.5,8.08,53.167
Water (ns),6.012675533,5.5,8.08,53.167
Water (ns),5.870243111,6.7,8.08,53.167
Water (ns),4.392894672,6.7,8.08,53.167
Water (s),4.866458649,24.7166,8.08055,20.733
Water (ns),4.209789209,4.4,8.09,53.167
Water (ns),5.850809287,4.4,8.09,53.167
Water (ns),5.815405184,4.8,8.09,53.167
Water (ns),5.609196005,4.8,8.09,53.167
Water (ns),9.235854657,4.9,8.09,53.167
Water (ns),3.670618603,4.9,8.09,53.167
Water (ns),5.634547438,5.6,8.09,53.167
Water (ns),5.058772694,5.6,8.09,53.167
Water (s),5.440917149,25.31425,8.0994,16.733
Water (ns),9.392780582,2.7,8.1,53.167
Water (ns),6.124097906,2.7,8.1,53.167
Water (ns),3.796547911,4.6,8.1,53.167
Water (ns),3.883184018,4.6,8.1,53.167
Water (ns),5.834201572,5,8.1,53.167
Water (ns),5.187422612,5,8.1,53.167
Water (ns),4.497855196,8.5,8.1,53.517
Water (ns),4.803861106,8.5,8.1,53.517
Water (ns),8.305357874,7.7,8.1,68.265679
Water (ns),5.964537418,17.6,8.1,68.351333
Water (ns),5.792650794,11.2,8.1,68.362489
Water (ns),6.038275848,15.2,8.1,68.48625
Water (ns),6.354492654,16,8.1,68.51007
Water (ns),10.62218887,10.1,8.1,68.59688333
Water (ns),9.626609135,11.4,8.1,68.6
Water (ns),9.603987355,9,8.1,68.60853333
Water (ns),6.496580779,9.9,8.1,68.60853333
Water (ns),7.725744076,13.4,8.1,68.60853333
Water (ns),5.85208657,11.4,8.1,68.61838333
Water (ns),9.261968136,5.4,8.1,68.622
Water (ns),10.3174742,5.8,8.1,68.622
Water (ns),10.68230451,6,8.1,68.622
Water (ns),10.06227257,7.7,8.1,68.622
Water (ns),10.76280895,8.8,8.1,68.622
Water (ns),5.798365082,10.1,8.1,68.6256
Water (ns),5.909977984,13.2,8.1,68.674122
Water (ns),6.943890365,6.2,8.1,68.677723
Water (ns),8.994590556,15.3,8.1,68.677723
Water (ns),5.837396821,15.6,8.1,68.70166667
Water (ns),4.721330608,15.6,8.1,68.70166667
Water (ns),8.203994258,17.7,8.1,68.70333333
Water (ns),5.812189472,17.8,8.1,68.70333333
Water (ns),6.360736436,15.9,8.1,68.705
Water (ns),5.546934424,14,8.1,68.70785
Water (ns),8.481596164,14.1,8.1,68.70798
Water (ns),6.040076734,20.8,8.1,68.8264
Water (ns),6.084566432,18.5,8.1,68.82806
Water (ns),5.985407624,14.9,8.1,68.98353
Water (ns),6.189854206,15.3,8.1,68.98353
Water (ns),6.747560968,19.2,8.1,68.98353
Water (ns),8.006214564,12.7,8.1,69.314873
Water (ns),7.687826365,11.8,8.1,69.454917
Water (s),4.659229422,10,8.1,70.11623333
Water (ns),7.356273244,4.1,8.12,53.167
Water (ns),6.614984488,4.1,8.12,53.167
Water (ns),6.40359763,4,8.12,53.517
Water (ns),6.349670941,4,8.12,53.517
Water (ns),6.121947914,7.6,8.13,53.517
Water (ns),4.213946225,7.6,8.13,53.517
Water (ns),6.863393183,23,8.13,53.517
Water (ns),7.080714399,23,8.13,53.517
Water (ns),5.986625422,3.5874,8.133,44.737
Water (ns),6.110641961,6.3,8.14,53.167
Water (ns),5.919861771,6.3,8.14,53.167
Water (ns),3.478569312,9.2,8.14,53.517
Water (ns),5.666874864,9.2,8.14,53.517
Water (ns),3.184341743,14.42,8.14,55.873
Water (ns),9.624222638,3.2,8.15,53.167
Water (ns),6.301177428,3.2,8.15,53.167
Water (ns),6.550574187,4.5,8.15,53.167
Water (ns),7.02282621,4.5,8.15,53.167
Water (ns),6.235219484,4.6,8.15,53.167
Water (ns),5.992596329,5.7,8.15,53.167
Water (ns),4.379912252,5.7,8.15,53.167
Water (ns),6.36652696,6.7,8.15,53.333
Water (ns),5.66339811,6.7,8.15,53.333
Water (ns),5.905726262,6.3,8.15,53.517
Water (ns),4.759743238,6.3,8.15,53.517
Water (ns),3.878728319,8.8,8.15,53.517
Water (ns),3.515455282,8.8,8.15,53.517
Water (ns),5.840377069,3.5808,8.158,44.737
Water (ns),5.507632007,6,8.16,53.167
Water (ns),5.101046208,6,8.16,53.167
Water (ns),3.199052094,14.5,8.16,53.517
Water (ns),2.922629896,14.5,8.16,53.517
Water (ns),5.933189157,3.9,8.17,53.167
Water (ns),5.179216699,3.9,8.17,53.167
Water (ns),5.243986764,5.1,8.17,53.333
Water (ns),5.314130526,5.1,8.17,53.333
Water (ns),3.144070191,5.3,8.17,53.517
Water (ns),2.802997087,5.3,8.17,53.517
Water (ns),4.408744958,11.1,8.17,53.517
Water (ns),4.686980234,11.1,8.17,53.517
Water (ns),2.19581005,13.7,8.17,53.517
Water (ns),3.777916548,13.7,8.17,53.517
Water (ns),6.003153641,4,8.18,53.167
Water (ns),6.454537873,4,8.18,53.167
Water (ns),5.814148726,7,8.18,53.167
Water (ns),5.393065756,7,8.18,53.167
Water (ns),6.803111,7.7,8.18,53.333
Water (ns),2.541659564,7.7,8.18,53.333
Water (ns),3.26298321,5.5,8.18,53.517
Water (ns),3.146054148,5.5,8.18,53.517
Water (ns),5.917090026,7,8.18,53.517
Water (ns),5.637941767,3.5646,8.188,44.737
Water (ns),3.988961731,5.2,8.19,53.517
Water (ns),4.055407418,5.2,8.19,53.517
Water (ns),5.83360317,3.5612,8.198,44.737
Water (ns),5.965263004,8.1,8.2,53.167
Water (ns),4.849540325,8.1,8.2,53.167
Water (ns),3.700187986,6,8.2,53.517
Water (ns),7.110994935,6,8.2,53.517
Water (ns),5.935533516,9.3,8.2,68.260839
Water (ns),6.795430618,13.9,8.2,68.347333
Water (ns),6.009635032,14,8.2,68.41813
Water (ns),5.953113329,13.9,8.2,68.467833
Water (ns),6.624351459,16.6,8.2,68.53327
Water (ns),9.920419944,8.07,8.2,68.59688333
Water (ns),3.992150242,11.9,8.2,68.60853333
Water (ns),3.043523436,13,8.2,68.60853333
Water (ns),9.241176802,7.7,8.2,68.622
Water (ns),6.202265529,7.9,8.2,68.622
Water (ns),9.831307811,9.7,8.2,68.622
Water (ns),7.943089326,5.5,8.2,68.674122
Water (ns),6.150290112,8.7,8.2,68.674122
Water (ns),6.345516977,8.7,8.2,68.674122
Water (ns),5.973868979,13.1,8.2,68.674122
Water (ns),5.845889092,17.4,8.2,68.70166667
Water (ns),6.229561899,15.7,8.2,68.70333333
Water (ns),6.041182266,14.4,8.2,68.70798
Water (ns),5.819206145,18.5,8.2,68.70798
Water (ns),8.655045906,12,8.2,68.769509
Water (ns),6.658656881,14.8,8.2,68.81046
Water (ns),6.338517277,16.9,8.2,68.82735
Water (ns),8.47788296,13.6,8.2,69.016254
Water (ns),7.244759119,12.5,8.2,69.149465
Water (ns),5.584188241,3.5477,8.203,44.737
Water (ns),5.620482684,3.548,8.208,44.737
Sediment (ns),8.682268478,5.2,8.21,45.942894
Water (ns),5.774289512,3.1,8.21,53.167
Water (ns),2.630818332,3.1,8.21,53.167
Water (ns),5.929851081,8.6,8.21,53.333
Water (ns),6.127476474,8.6,8.21,53.333
Water (ns),5.085162769,5.6,8.21,53.517
Water (ns),4.162911427,5.6,8.21,53.517
Water (ns),7.182436628,11.4,8.21,53.517
Water (ns),3.342140455,11.4,8.21,53.517
Water (ns),5.580933763,3.5599,8.213,44.737
Water (ns),5.905691249,3.5187,8.214,44.737
Water (ns),5.532360046,3.5318,8.218,44.737
Water (ns),1.71298391,2.9,8.22,53.167
Water (ns),7.301079057,2.9,8.22,53.167
Water (ns),3.212573701,10.2,8.22,53.167
Water (ns),1.885152247,10.2,8.22,53.167
Water (ns),5.921055078,7,8.22,53.517
Water (ns),3.607694335,7,8.22,53.517
Sediment (ns),8.64673594,4.8,8.23,45.942894
Water (ns),4.378157883,3.9,8.23,53.333
Water (ns),4.274367745,3.9,8.23,53.333
Water (ns),4.826758371,10.1,8.23,53.333
Water (ns),4.136604565,10.1,8.23,53.333
Water (ns),4.673414706,2.7,8.23,53.517
Water (ns),2.722307244,2.7,8.23,53.517
Water (ns),7.689802554,16.5,8.23,53.517
Water (ns),7.538640294,16.5,8.23,53.517
Water (ns),5.083938076,2.6,8.24,53.167
Water (ns),6.256644857,2.6,8.24,53.167
Water (ns),5.680703753,4.4,8.24,53.167
Water (ns),5.397299984,4.4,8.24,53.167
Water (ns),5.377894668,12.2,8.24,53.517
Water (ns),5.848446351,12.2,8.24,53.517
Water (ns),4.291830818,12.5,8.24,53.517
Water (ns),6.627470124,12.5,8.24,53.517
Water (ns),4.168771765,12.8,8.24,53.517
Water (ns),4.265953391,12.8,8.24,53.517
Water (ns),4.204308804,19.9,8.24,53.517
Water (ns),6.704029176,19.9,8.24,53.517
Water (ns),6.167813337,21.2,8.24,53.517
Water (ns),5.417210195,21.2,8.24,53.517
Sediment (ns),7.785204591,6.3,8.25,45.942894
Water (ns),3.551434087,9.9,8.25,53.167
Water (ns),5.731373936,9.9,8.25,53.167
Water (ns),6.290865644,10.9,8.25,53.167
Water (ns),5.986338752,10.9,8.25,53.167
