Location,OO,Temperature,pH,Latitude
Water (ns),120,16.1,8.71,53.333
Water (ns),389,16.1,8.71,53.333
Water (ns),174,21.1,8.71,53.333
Water (ns),257,21.1,8.71,53.333
Water (ns),229,18,8.72,53.167
Water (ns),224,18,8.72,53.167
Water (ns),282,18.8,8.72,53.167
Water (ns),278,18.8,8.72,53.167
Water (ns),215,20.2,8.72,53.167
Water (ns),294,20.2,8.72,53.167
Water (ns),1482,20.4,8.72,53.167
Water (ns),178,20.4,8.72,53.167
Water (ns),258,21.4,8.72,53.167
Water (ns),172,21.4,8.72,53.167
Water (ns),158,9.2,8.72,53.333
Water (ns),322,9.2,8.72,53.333
Water (ns),249,18.7,8.72,53.333
Water (ns),243,18.7,8.72,53.333
Sediment (ns),1367,7.1,8.73,45.652528
Sediment (ns),1538,7.1,8.73,45.652528
Water (ns),176,24,8.73,53.167
Water (ns),227,24,8.73,53.167
Water (ns),394,9.2,8.74,53.333
Water (ns),523,9.2,8.74,53.333
Water (ns),76,21.3,8.74,53.517
Water (ns),470,21.3,8.74,53.517
Surface (ns),90,58,8.75,44.532
Surface (ns),55,58,8.75,44.532
Surface (ns),65,58,8.75,44.532
Surface (ns),74,58,8.75,44.532
Surface (ns),78,58,8.75,44.532
Surface (ns),43,58,8.75,44.532
Surface (ns),48,58,8.75,44.532
Surface (ns),52,58,8.75,44.532
Surface (ns),60,58,8.75,44.532
Surface (ns),64,58,8.75,44.532
Surface (ns),63,58,8.75,44.532
Surface (ns),136,58,8.75,44.532
Surface (ns),129,58,8.75,44.532
Surface (ns),114,58,8.75,44.532
Surface (ns),47,68,8.75,44.532
Surface (ns),49,68,8.75,44.532
Surface (ns),47,68,8.75,44.532
Surface (ns),51,68,8.75,44.532
Surface (ns),46,68,8.75,44.532
Surface (ns),54,68,8.75,44.532
Surface (ns),66,68,8.75,44.532
Surface (ns),57,68,8.75,44.532
Surface (ns),88,68,8.75,44.532
Surface (ns),61,68,8.75,44.532
Surface (ns),74,68,8.75,44.532
Surface (ns),89,68,8.75,44.532
Surface (ns),72,68,8.75,44.532
Surface (ns),87,68,8.75,44.532
Water (ns),422,7.4,8.75,53.167
Water (ns),333,7.4,8.75,53.167
Water (ns),323,7.7,8.75,53.167
Water (ns),231,7.7,8.75,53.167
Water (ns),516,14.9,8.75,53.167
Water (ns),667,14.9,8.75,53.167
Water (ns),756,19.5,8.75,53.517
Water (ns),519,19.5,8.75,53.517
Surface (ns),28,62,8.76,44.532
Surface (ns),75,62,8.76,44.532
Surface (ns),40,62,8.76,44.532
Surface (ns),51,62,8.76,44.532
Surface (ns),55,62,8.76,44.532
Surface (ns),43,62,8.76,44.532
Surface (ns),34,62,8.76,44.532
Surface (ns),58,62,8.76,44.532
Surface (ns),54,62,8.76,44.532
Surface (ns),106,62,8.76,44.532
Surface (ns),74,62,8.76,44.532
Surface (ns),46,62,8.76,44.532
Sediment (ns),1181,5.7,8.76,45.322819
Water (ns),139,9.3,8.76,53.167
Water (ns),159,9.3,8.76,53.167
Water (ns),254,10.6,8.76,53.167
Water (ns),233,10.6,8.76,53.167
Water (ns),470,10.8,8.76,53.167
Water (ns),575,10.8,8.76,53.167
Water (ns),304,11.5,8.76,53.517
Water (ns),461,11.5,8.76,53.517
Sediment (ns),965,5.6,8.77,45.322819
Water (ns),180,17.6,8.77,53.333
Water (ns),370,17.6,8.77,53.333
Surface (ns),261,64,8.78,44.531
Surface (ns),200,64,8.78,44.531
Surface (ns),282,64,8.78,44.531
Surface (ns),42,64,8.78,44.531
Surface (ns),39,64,8.78,44.531
Surface (ns),42,64,8.78,44.531
Surface (ns),161,64,8.78,44.531
Surface (ns),183,64,8.78,44.531
Surface (ns),160,64,8.78,44.531
Surface (ns),266,64,8.78,44.531
Surface (ns),256,64,8.78,44.531
Surface (ns),343,64,8.78,44.531
Surface (ns),316,64,8.78,44.531
Surface (ns),382,64,8.78,44.531
Surface (ns),388,64,8.78,44.531
Surface (ns),45,64.2,8.78,44.531
Surface (ns),40,64.2,8.78,44.531
Surface (ns),36,64.2,8.78,44.531
Surface (ns),143,64.2,8.78,44.531
Surface (ns),120,64.2,8.78,44.531
Surface (ns),146,64.2,8.78,44.531
Surface (ns),171,64.2,8.78,44.531
Surface (ns),206,64.2,8.78,44.531
Surface (ns),193,64.2,8.78,44.531
Surface (ns),227,64.2,8.78,44.531
Surface (ns),257,64.2,8.78,44.531
Surface (ns),249,64.2,8.78,44.531
Surface (ns),246,64.2,8.78,44.531
Surface (ns),332,64.2,8.78,44.531
Surface (ns),42,62.6,8.78,44.532
Surface (ns),38,62.6,8.78,44.532
Surface (ns),50,62.6,8.78,44.532
Surface (ns),66,62.6,8.78,44.532
Surface (ns),53,62.6,8.78,44.532
Surface (ns),63,62.6,8.78,44.532
Surface (ns),63,62.6,8.78,44.532
Surface (ns),84,62.6,8.78,44.532
Surface (ns),80,62.6,8.78,44.532
Surface (ns),231,62.6,8.78,44.532
Surface (ns),225,62.6,8.78,44.532
Surface (ns),219,62.6,8.78,44.532
Surface (ns),141,62.6,8.78,44.532
Surface (ns),140,62.6,8.78,44.532
Surface (ns),117,62.6,8.78,44.532
Water (ns),345,18.6,8.78,53.167
Water (ns),291,18.6,8.78,53.167
Surface (ns),51,63.4,8.79,44.532
Surface (ns),46,63.4,8.79,44.532
Surface (ns),37,63.4,8.79,44.532
Surface (ns),31,63.4,8.79,44.532
Surface (ns),37,63.4,8.79,44.532
Surface (ns),32,63.4,8.79,44.532
Surface (ns),40,63.4,8.79,44.532
Surface (ns),36,63.4,8.79,44.532
Surface (ns),37,63.4,8.79,44.532
Surface (ns),48,63.4,8.79,44.532
Surface (ns),45,63.4,8.79,44.532
Surface (ns),46,63.4,8.79,44.532
Water (ns),128,15.5,8.79,53.517
Water (ns),105,15.5,8.79,53.517
Water (ns),716,6.7,8.8,53.167
Water (ns),458,6.7,8.8,53.167
Water (ns),237,20.8,8.8,53.167
Water (ns),218,20.8,8.8,53.167
Water (ns),204,10.2,8.8,53.333
Water (ns),206,10.2,8.8,53.333
Water (ns),271,14.2,8.8,68.48625
Water (ns),1248,12.8,8.8,68.800628
Water (ns),201,7.8,8.81,53.167
Water (ns),294,7.8,8.81,53.167
Water (ns),256,5.9,8.81,53.333
Water (ns),254,5.9,8.81,53.333
Water (ns),190,13.9,8.82,53.333
Water (ns),286,13.9,8.82,53.333
Water (ns),178,21.3,8.82,53.333
Water (ns),175,21.3,8.82,53.333
Water (ns),197,24.4,8.82,53.333
Water (ns),173,24.4,8.82,53.333
Water (ns),442,21.2,8.82,53.517
Water (ns),340,21.2,8.82,53.517
Water (ns),398,13.9,8.84,53.333
Water (ns),269,13.9,8.84,53.333
Sediment (ns),1256,10,8.85,45.183433
Water (ns),213,14.4,8.85,53.333
Water (ns),329,14.4,8.85,53.333
Water (ns),372,19.3,8.86,53.167
Water (ns),326,19.3,8.86,53.167
Water (ns),247,8.7,8.86,53.517
Water (ns),431,8.7,8.86,53.517
Water (ns),82,20.1,8.86,53.517
Water (ns),61,20.1,8.86,53.517
Sediment (ns),1063,16.1,8.88,45.942894
Water (ns),273,19.3,8.88,53.517
Water (ns),153,19.3,8.88,53.517
Water (ns),121,22.1,8.9,53.167
Water (ns),308,22.1,8.9,53.167
Surface (ns),35,61,8.91,44.532
Surface (ns),31,61,8.91,44.532
Surface (ns),41,61,8.91,44.532
Surface (ns),34,61,8.91,44.532
Surface (ns),28,61,8.91,44.532
Surface (ns),24,61,8.91,44.532
Surface (ns),35,61,8.91,44.532
Surface (ns),39,61,8.91,44.532
Surface (ns),47,61,8.91,44.532
Surface (ns),55,61,8.91,44.532
Surface (ns),56,61,8.91,44.532
Water (ns),259,16.1,8.91,53.167
Water (ns),252,16.1,8.91,53.167
Water (ns),414,5.3,8.92,53.333
Water (ns),371,20.3,8.92,53.517
Water (ns),96,20.3,8.92,53.517
Water (ns),301,20,8.93,53.167
Water (ns),1586,20,8.93,53.167
Surface (ns),60,48.6,8.94,44.531
Surface (ns),59,48.6,8.94,44.531
Surface (ns),51,48.6,8.94,44.531
Surface (ns),59,48.6,8.94,44.531
Surface (ns),52,48.6,8.94,44.531
Surface (ns),72,48.6,8.94,44.531
Surface (ns),50,48.6,8.94,44.531
Surface (ns),55,48.6,8.94,44.531
Surface (ns),57,48.6,8.94,44.531
Surface (ns),65,48.6,8.94,44.531
Surface (ns),61,48.6,8.94,44.531
Surface (ns),61,48.6,8.94,44.531
Surface (ns),97,48.6,8.94,44.531
Surface (ns),87,48.6,8.94,44.531
Surface (ns),78,48.6,8.94,44.531
Water (ns),594,22.3,8.96,53.333
Water (ns),279,22.4,8.99,53.167
Water (ns),302,22.4,8.99,53.167
Surface (s),117,20,9,38.862
Surface (s),84,20,9,38.862
Surface (s),145,20,9,38.862
Surface (s),51,20,9,38.862
Surface (s),354,20,9,38.862
Surface (s),1070,20,9,38.862
Surface (s),940,20,9,38.862
Surface (s),961,20,9,38.862
Surface (s),351,20,9,38.862
Surface (s),258,20,9,38.862
Surface (s),432,20,9,38.862
Surface (s),64,20,9,38.862
Surface (ns),93,52,9,44.531
Surface (ns),78,52,9,44.531
Surface (ns),75,52,9,44.531
Surface (ns),74,52,9,44.531
Surface (ns),73,52,9,44.531
Surface (ns),66,52,9,44.531
Surface (ns),79,52,9,44.531
Surface (ns),88,52,9,44.531
Surface (ns),72,52,9,44.531
Surface (ns),78,52,9,44.531
Surface (ns),56,35,9,44.532
Surface (ns),73,35,9,44.532
Surface (ns),61,35,9,44.532
Surface (ns),54,35,9,44.532
Surface (ns),50,35,9,44.532
Surface (ns),60,35,9,44.532
Surface (ns),59,35,9,44.532
Surface (ns),64,35,9,44.532
Surface (ns),162,35,9,44.532
Surface (ns),192,35,9,44.532
Surface (ns),200,35,9,44.532
Surface (ns),253,35,9,44.532
Surface (ns),277,35,9,44.532
Surface (ns),85,40,9,44.532
Surface (ns),93,40,9,44.532
Surface (ns),49,40,9,44.532
Surface (ns),51,40,9,44.532
Surface (ns),53,40,9,44.532
Surface (ns),98,40,9,44.532
Surface (ns),91,40,9,44.532
Surface (ns),124,40,9,44.532
Surface (ns),230,40,9,44.532
Surface (ns),206,40,9,44.532
Surface (ns),248,40,9,44.532
Sediment (ns),1374,10,9,45.942894
Water (ns),610,20.9,9,53.167
Water (ns),445,20.9,9,53.167
Water (ns),145,19,9.03,53.333
Water (ns),390,19,9.03,53.333
Sediment (ns),1305,9.2,9.05,45.414297
Sediment (ns),1114,16.1,9.05,45.942894
Water (ns),387,17,9.05,53.167
Water (ns),197,17,9.05,53.167
Sediment (ns),1214,9.3,9.06,45.414297
Sediment (ns),1280,10.3,9.07,45.652528
Sediment (ns),1170,10.3,9.07,45.652528
Sediment (ns),1206,10.7,9.09,45.183433
Sediment (ns),1139,9.1,9.14,45.322819
Sediment (ns),1129,9.2,9.2,45.322819
Sediment (ns),1075,9.8,9.2,45.942894
Surface (ns),256,30.1,9.22,44.531
Surface (ns),273,30.1,9.22,44.531
Surface (ns),268,30.1,9.22,44.531
Surface (ns),280,30.1,9.22,44.531
Surface (ns),294,30.1,9.22,44.531
Surface (ns),248,30.1,9.22,44.531
Surface (ns),375,30.1,9.22,44.531
Surface (ns),485,30.1,9.22,44.531
Surface (ns),405,30.1,9.22,44.531
Surface (ns),235,30.1,9.22,44.531
Surface (ns),281,30.1,9.22,44.531
Surface (ns),259,30.1,9.22,44.531
Surface (ns),316,31.9,9.22,44.531
Surface (ns),292,31.9,9.22,44.531
Surface (ns),369,31.9,9.22,44.531
Surface (ns),289,31.9,9.22,44.531
Surface (ns),246,31.9,9.22,44.531
Surface (ns),270,31.9,9.22,44.531
Surface (ns),381,31.9,9.22,44.531
Surface (ns),404,31.9,9.22,44.531
Surface (ns),278,31.9,9.22,44.531
Surface (ns),201,31.9,9.22,44.531
Surface (ns),207,31.9,9.22,44.531
Surface (ns),225,31.9,9.22,44.531
Sediment (ns),1005,11.1,9.36,45.414297
Sediment (ns),1210,11.1,9.36,45.414297
Sediment (ns),1100,15.6,9.37,45.183433
Sediment (ns),1148,10.3,9.39,45.322819
Sediment (ns),1131,10.2,9.4,45.322819
Sediment (ns),1167,15.8,9.42,45.183433
Sediment (ns),1364,13.1,9.48,45.652528
Sediment (ns),1339,13.2,9.52,45.652528
Water (ns),362,15.7,9.7,68.49592
Water (ns),141,7.6,9.8,68.622
Surface (s),1928,70,10.1,30.123934
Surface (s),207,70,10.1,30.123934
Surface (s),171,70,10.1,30.123934
Surface (s),100,88,10.2,30.12397
Surface (s),299,88,10.2,30.12397
Surface (s),803,91,10.7,30.123889
Surface (s),56,91,10.7,30.123889
Surface (s),193,91,10.7,30.123889
Surface (s),302,55,10.97,30.123961
Surface (s),47,16.2,12.2,44.4216
Surface (s),39,16.2,12.2,44.4216
Surface (s),79,16.2,12.2,44.4216
Surface (s),77,16.2,12.2,44.4216
Surface (s),78,16.2,12.2,44.4216
Surface (s),435,18.7,12.2,44.597
Surface (s),242,18.7,12.2,44.597
Surface (s),162,18.7,12.2,44.597
Surface (s),164,18.7,12.2,44.597
Surface (s),826,18.7,12.2,44.597
Surface (s),879,18.7,12.2,44.597
Surface (s),71,18.7,12.2,44.597
Surface (s),104,13.7,12.3,44.4453
Surface (s),110,13.7,12.3,44.4453
Surface (s),289,13.7,12.3,44.4453
Surface (s),69,19,12.3,44.4512
Surface (s),83,19,12.3,44.4512
